"cell_type","gene","avg_log2FC","p_val","p_val_adj","pct.1","pct.2"
"PreproB","Pard3",-0.774298409629507,0.705077490646439,1,0.017,0.024
"PreproB","Bcl2l1",-0.598131562702428,0.726821680742438,1,0.034,0.042
"PreproB","Bfsp2",-0.455206793661334,0.77326641486888,1,0.062,0.065
"PreproB","Bcar3",-0.582567936011314,0.902382000827029,1,0.032,0.018
"ProB","Ramp1",1.86322607411127,1.69541390806814e-39,5.47364380219798e-35,0.875,0.326
"ProB","Ly6d",0.991145813538841,3.3153384024588e-36,1.07035700323382e-31,0.911,0.341
"ProB","Cd47",0.786153533353045,4.24395266946561e-30,1.37016011933697e-25,0.96,0.758
"ProB","Lsp1",0.531800072326155,3.24072340529965e-26,1.04626755140099e-21,0.928,0.697
"ProB","Lef1",-1.23892624450416,2.72889375655806e-16,8.81023349304771e-12,0.869,0.826
"ProB","Mgst1",-1.84968203017101,8.64445201328464e-14,2.79086133248895e-09,0.252,0.53
"ProB","Enpep",-4.4955686642494,9.97654947915146e-14,3.22092899934405e-09,0.017,0.167
"ProB","Cd44",-3.33120051530743,1.18599154289326e-13,3.8289736962309e-09,0.02,0.197
"ProB","Arntl",-1.59870336589474,4.69624351587197e-13,1.51618221909927e-08,0.445,0.644
"ProB","Smarca4",-0.941076832185684,2.69749428461577e-12,8.70886029788202e-08,0.98,0.871
"ProB","Lck",1.50361745008131,3.0563739551682e-12,9.86750331426052e-08,0.477,0.144
"ProB","Lcp2",-3.1829770394393,5.82087463736673e-12,1.87926937667385e-07,0.034,0.212
"ProB","Myl4",1.90197036785707,5.44757922731006e-11,1.75875095353705e-06,0.446,0.076
"ProB","Tcf7l2",-1.86697819227304,5.49920504686744e-11,1.77541834938115e-06,0.16,0.371
"ProB","Id3",-1.71098132318107,4.05745418727132e-09,0.000130994908436055,0.353,0.636
"ProB","Ncf4",0.628514081358042,5.13919244891928e-09,0.000165918828213359,0.499,0.22
"ProB","Ptgr1",-1.31946292840575,6.05250219893839e-09,0.000195405033492726,0.493,0.614
"ProB","Fcrla",-3.6074653472441,8.26509450215273e-09,0.000266838576002001,0.022,0.144
"ProB","Atp2b4",1.21954450635256,1.80778164395481e-08,0.000583642303750812,0.507,0.22
"ProB","Bach2",-1.17792855707816,5.97386246178573e-08,0.00192866149578752,0.57,0.652
"ProB","Satb1",0.567834656621425,8.82026186354508e-07,0.0284762154264553,0.647,0.394
"ProB","H2-Ob",-1.24984501764012,1.04295928648927e-06,0.033671940564306,0.424,0.545
"ProB","Ifitm1",1.77045516084953,2.62021838239063e-06,0.0845937504754815,0.244,0.03
"ProB","Atp1b1",-1.00655157331019,2.72489838819781e-06,0.0879733444629663,0.721,0.795
"ProB","Notch1",0.987685707698399,2.76317563845078e-06,0.0892091254873833,0.401,0.174
"ProB","Aldh1b1",-1.60593144579489,7.38544826487992e-06,0.238439197231648,0.131,0.258
"ProB","Prkd2",-1.18061995496135,1.4199648204233e-05,0.458435642273661,0.397,0.523
"ProB","Dkk3",-4.0335986912927,2.29223457458697e-05,0.740047932405403,0.007,0.061
"ProB","Bfsp2",-0.963177005603892,2.42820382781835e-05,0.783945605811155,0.55,0.561
"ProB","Emp1",1.10839700558591,3.56094102673607e-05,1,0.4,0.167
"ProB","Rpia",-1.40082164242726,4.35312383563956e-05,1,0.344,0.5
"ProB","Ctla2a",2.43919602237985,5.46530616996566e-05,1,0.192,0.03
"ProB","Crip1",-0.854836376086863,5.48785574223237e-05,1,0.972,0.932
"ProB","Dtx1",-3.94220129213728,5.9265336486965e-05,1,0.01,0.053
"ProB","Dusp7",-1.39748409026589,9.56511675721519e-05,1,0.207,0.295
"ProB","Irf8",-1.53420202470852,0.000135945845311488,1,0.499,0.614
"ProB","Uchl1",-1.41378417537058,0.000158780044919615,1,0.236,0.379
"ProB","Grap2",0.665447250192741,0.00020169471386044,1,0.231,0.076
"ProB","Klf2",-2.77064287904561,0.000279833758434553,1,0.038,0.167
"ProB","Vav3",0.706332603837147,0.000305561758192077,1,0.367,0.227
"ProB","Irf4",-1.28251507331939,0.00042875764243349,1,0.283,0.348
"ProB","Adamts10",1.0308650920454,0.000990311378869119,1,0.205,0.083
"ProB","Slamf7",-0.793847006802885,0.00161629711368589,1,0.658,0.553
"ProB","Emb",0.520960254572444,0.00172687363484473,1,0.292,0.167
"ProB","Sdc4",-0.78092227490506,0.00205431716823076,1,0.639,0.674
"ProB","Cd19",-0.659413003447233,0.00213172666707035,1,0.885,0.803
"ProB","Sit1",-0.729142605334497,0.00534288134443843,1,0.354,0.402
"ProB","Lat2",1.53013697937718,0.00817969766248423,1,0.158,0.03
"ProB","Slc5a9",1.44348419282967,0.00982587392991491,1,0.09,0.03
"ProB","Ttll11",-0.985317144829832,0.0120639774988731,1,0.221,0.295
"ProB","Otub2",-0.844450247981258,0.0128787499486349,1,0.202,0.242
"ProB","Bst1",-0.721920419801215,0.0161181843810628,1,0.545,0.53
"ProB","P2rx7",0.974114244248864,0.0329283238560643,1,0.083,0.03
"ProB","Bcar3",-2.73242838891079,0.0329647605442078,1,0.021,0.061
"ProB","Eps8",-0.841678404545492,0.0858482796891103,1,0.411,0.447
"ProB","Prss16",1.07847808030417,0.135383108779534,1,0.033,0.008
"ProB","Cst7",0.626341892342856,0.209568137318895,1,0.036,0.015
"ProB","Ptger4",-1.03837787996418,0.253049077212354,1,0.094,0.121
"ProB","Ifi30",-1.10691289109107,0.320472966178474,1,0.173,0.167
"ProB","Ikzf3",-0.763731165745979,0.411016736067291,1,0.088,0.098
"ProB","Epha2",-0.888476722495797,0.504340472059168,1,0.043,0.045
"ProB","Rb1",-0.681027651825745,0.672626773909989,1,0.222,0.227
"ProB","Pea15a",-1.77639285130082,0.694635717205885,1,0.04,0.053
"ProB","Dlg3",-0.705215671043155,0.834679445494091,1,0.032,0.03
"ProB","Tnfsf11",4.57258394407711,0.989070384476296,1,0.146,0
"ProB","Ccl9",2.88776768860616,0.989887986833637,1,0.024,0
"ProB","Fosl2",-0.888335972337502,0.996297149328909,1,0.004,0
