"cell_type","gene","avg_log2FC","p_val","p_val_adj","pct.1","pct.2"
"ProB","Rps19",0.476096201816043,2.46025568099709e-33,7.9429354660991e-29,0.998,1
"ProB","Rpl10a",0.536298522514879,2.81544418420495e-33,9.08966154870569e-29,0.994,0.985
"ProB","Rps8",0.417101024163536,4.59825199041341e-33,1.48454565510497e-28,0.999,0.992
"ProB","Rpl19",0.326375014874579,1.54403171337009e-32,4.98490638661533e-28,0.996,0.992
"ProB","Atp1b3",0.845854649762416,2.14287247655889e-32,6.91826379057038e-28,0.967,0.78
"ProB","Rps26",0.492696019543224,9.74303090964768e-32,3.14553752917975e-27,0.994,0.962
"ProB","Rpl12",0.618357629815891,1.31329237427718e-31,4.23996443035388e-27,0.982,0.909
"ProB","Rplp0",0.463385811625277,1.93378179489716e-31,6.24321452482549e-27,0.997,1
"ProB","Rpl23",0.309424130644056,3.09556997793662e-31,9.99404767376839e-27,0.997,0.992
"ProB","Rps29",0.273686759274733,3.16871111265697e-31,1.0230183827213e-26,0.996,1
"ProB","Prep",-2.38582357466066,7.98128487872847e-31,2.57675782309749e-26,0.479,0.765
"ProB","Rnase12",4.03274915863602,9.66561416210029e-31,3.12054353223408e-26,0.689,0.068
"ProB","Rps4x",0.331931510007657,1.03849799665419e-30,3.35279078219806e-26,0.997,0.977
"ProB","Rpl35",0.333796403059003,1.40171798512971e-30,4.52544651499127e-26,0.995,0.992
"ProB","Grb7",-7.58449308700309,1.65031135839904e-30,5.32803022059131e-26,0.006,0.417
"ProB","Rps23",0.38272453842003,1.67449436754185e-30,5.40610506560885e-26,0.99,0.992
"ProB","Slc12a3",-3.16255151476767,3.78249568519765e-30,1.22117873196606e-25,0.109,0.462
"ProB","Cd47",0.786153533353045,4.24395266946561e-30,1.37016011933697e-25,0.96,0.758
"ProB","Eef1b2",0.53793469239006,8.11453863516903e-30,2.61977879836432e-25,0.981,0.917
"ProB","Rpl6",0.315433388549775,8.5601682835072e-30,2.7636503303303e-25,0.994,0.992
"ProB","Rps18",0.441977155088216,2.31388331265989e-29,7.47037227492245e-25,0.991,0.977
"ProB","Rpl8",0.314928707397748,4.3291112150974e-29,1.3976535557942e-24,0.998,0.985
"ProB","Rpl18a",0.235160015251278,4.36382577408214e-29,1.40886115116242e-24,0.995,1
"ProB","Rps15a",0.244782472641849,6.71472315984156e-29,2.16784837215485e-24,0.995,0.97
"ProB","Rps21",0.241466538770198,6.99354009628704e-29,2.25786442008627e-24,0.997,0.985
"ProB","Rps27a",0.272877612369387,2.10326122054361e-28,6.79037885052505e-24,0.997,0.992
"ProB","Rps24",0.143010881805232,2.26797665967581e-28,7.32216264576336e-24,0.998,1
"ProB","Rplp1",0.358293255076032,3.49974554645483e-28,1.12989284967294e-23,0.993,0.985
"ProB","Fxyd6",-4.47472607773481,6.57543462878305e-28,2.12287906990261e-23,0.029,0.303
"ProB","Gimap3",2.67060907637632,7.56627118952307e-28,2.44277065353752e-23,0.766,0.114
"ProB","Rpl14",0.577316710210718,9.69950392448203e-28,3.13148484201902e-23,0.985,0.947
"ProB","Ly6a",2.96513125068286,9.820696900826e-28,3.17061199443167e-23,0.613,0.083
"ProB","Rpl24",0.310830504045465,2.05691242174978e-27,6.64074175361918e-23,0.996,0.97
"ProB","Rpl10",0.437971624038985,2.21079656144133e-27,7.13755669861334e-23,0.994,0.962
"ProB","Rpl13",0.258112919398693,2.39168701888336e-27,7.72156154046492e-23,0.998,1
"ProB","Rpl18",0.213106608902851,2.54418920482653e-27,8.21391484778246e-23,0.998,0.985
"ProB","Rplp2",0.427381400189494,2.59762543705427e-27,8.38643372352972e-23,0.991,0.985
"ProB","Rps12",0.477457785009331,4.14864417238942e-27,1.33938977105592e-22,0.989,0.985
"ProB","Rps6",0.498005637823823,7.13285277687973e-27,2.30284151901562e-22,0.982,0.955
"ProB","Tmsb4x",-0.00243902566587195,1.31679351100125e-26,4.25126785026753e-22,0.996,0.985
"ProB","Rpl3",0.425109233386789,1.47099117737093e-26,4.74909501614203e-22,0.99,0.962
"ProB","Lsp1",0.531800072326155,3.24072340529965e-26,1.04626755140099e-21,0.928,0.697
"ProB","Rpl22l1",0.599258800310677,3.55897417209799e-26,1.14901481146184e-21,0.965,0.833
"ProB","Rpl27a",0.277651461359394,3.71152651700438e-26,1.19826633601486e-21,0.998,0.977
"ProB","Igfbp4",1.44735222645598,1.06352464596948e-25,3.43358931951247e-21,0.792,0.311
"ProB","Rpl36",0.179856927421598,1.61598657781611e-25,5.21721266647931e-21,0.994,0.977
"ProB","Rpl29",0.264789873027674,1.81397745645881e-25,5.85642621817726e-21,0.991,0.977
"ProB","Tagln2",1.15031233778713,2.78367993062162e-25,8.9871106560119e-21,0.884,0.455
"ProB","Kdm5b",-2.52261189266654,6.96011977106615e-25,2.24707466808871e-20,0.13,0.561
"ProB","Rpl28",0.373804243558106,1.02642948065355e-24,3.31382757828998e-20,0.997,0.992
"ProB","Rpl15",0.327533802606879,1.28414447616531e-24,4.1458604412997e-20,0.994,0.97
"ProB","Parvb",-4.36826972616215,2.38437475551382e-24,7.69795389817636e-20,0.026,0.273
"ProB","Rps3a1",0.208542470012722,3.1436407067177e-24,1.01492440216381e-19,1,0.992
"ProB","Car2",1.27687821768461,3.23388489347559e-24,1.0440597378586e-19,0.809,0.432
"ProB","Plxdc1",-2.40034955612314,3.98633381265518e-24,1.28698787141573e-19,0.174,0.462
"ProB","Tmsb10",0.254484979163506,5.62587000915614e-24,1.81631213245606e-19,0.995,0.977
"ProB","Rpl41",0.324562280199144,6.58348933154493e-24,2.12547953068928e-19,0.997,0.992
"ProB","Rpl30",0.140022122716562,1.69182080382312e-23,5.46204346514295e-19,0.995,0.97
"ProB","mt-Nd1",0.571439865154843,1.84540776085706e-23,5.957898955927e-19,0.95,0.795
"ProB","Rpl34",0.160350233734053,2.44186957539587e-23,7.88357592416558e-19,0.993,0.992
"ProB","Rps9",0.232549909154799,2.49781091940214e-23,8.0641825532898e-19,0.998,1
"ProB","Coro1a",0.261453659374819,2.53902255457228e-23,8.1972343174366e-19,0.99,0.955
"ProB","Npm1",0.603131754086974,2.61505592730459e-23,8.44270806130286e-19,0.962,0.856
"ProB","Rpl17",0.211890588778994,3.9649420180322e-23,1.2800815305217e-18,0.995,0.97
"ProB","Rack1",0.438940751147622,4.20879803180296e-23,1.35881044456759e-18,0.982,0.932
"ProB","Rps10",0.160574546337783,5.4763055933857e-23,1.76802526082457e-18,0.996,0.977
"ProB","mt-Atp8",0.981955963792322,5.67178143659942e-23,1.83113463680612e-18,0.847,0.508
"ProB","Rpl35a",0.177807152370486,5.84862396430781e-23,1.88822824687678e-18,0.996,0.985
"ProB","Gas5",0.538817562817081,5.9329441518992e-23,1.91545101944066e-18,0.961,0.833
"ProB","S100a10",0.985271790530541,7.28772647314142e-23,2.35284249185371e-18,0.883,0.583
"ProB","Rps16",0.178150322651281,7.71895056152698e-23,2.49206318878899e-18,0.996,0.992
"ProB","Slit1",-4.28286788807851,8.23904090619353e-23,2.65997435656458e-18,0.024,0.265
"ProB","Rpl26",0.265064670968079,8.83483721056602e-23,2.85232719343124e-18,0.993,0.97
"ProB","Rpl37a",0.107446547563273,1.12331752102109e-22,3.62663061661658e-18,0.995,0.985
"ProB","Rpl9",0.111669030018387,1.39146557688088e-22,4.49234661495993e-18,0.998,1
"ProB","Tifa",-1.22567587607195,1.49373948723094e-22,4.82253793452507e-18,0.885,0.833
"ProB","Rps25",0.39045310717158,1.49825723667707e-22,4.83712348861192e-18,0.968,0.902
"ProB","Rpl11",0.107454618335565,1.73098716962567e-22,5.58849207713647e-18,0.996,1
"ProB","mt-Co3",0.35851799675053,1.76073064800786e-22,5.68451889709338e-18,0.995,0.947
"ProB","mt-Atp6",0.322229832581332,2.36324789345913e-22,7.6297458240328e-18,0.994,0.955
"ProB","Rps11",0.211721987964751,2.53265634422089e-22,8.17668100731715e-18,0.996,0.985
"ProB","Rpl21",0.178362277010113,4.50053265571259e-22,1.45299696789681e-17,0.998,0.985
"ProB","mt-Nd2",0.45582358842132,5.15286686429921e-22,1.663603067139e-17,0.938,0.818
"ProB","Gm42031",0.771932794007217,5.51654819678897e-22,1.78101758533332e-17,0.865,0.508
"ProB","Rpl38",0.00408442679163645,9.79447930900975e-22,3.1621476449138e-17,0.995,0.985
"ProB","Smtnl2",-2.24849369848862,1.47581998450831e-21,4.76468481998509e-17,0.186,0.538
"ProB","Vpreb2",0.879303416620822,1.7664819166117e-21,5.70308686778086e-17,0.918,0.636
"ProB","Eif5a",0.690950179220573,3.86440820345772e-21,1.24762418848632e-16,0.944,0.848
"ProB","Ninj1",-1.9666373146748,4.29773909584793e-21,1.38752506709451e-16,0.369,0.629
"ProB","mt-Cytb",0.298191418309744,5.44722890000059e-21,1.75863785036519e-16,0.991,0.939
"ProB","Rpl23a",0.358319381683389,6.68509900614228e-21,2.15828421413303e-16,0.96,0.864
"ProB","Cacna1e",-3.22385481476764,7.19386428858949e-21,2.32253908557112e-16,0.052,0.303
"ProB","Mif",1.28145396393852,8.09482327834284e-21,2.61341369541299e-16,0.796,0.568
"ProB","mt-Co2",0.221656804495554,1.07509416728241e-20,3.47094151907125e-16,0.994,0.97
"ProB","Rps14",0.169787711533439,2.53380886372173e-20,8.1804019165256e-16,0.995,1
"ProB","Rps13",0.133361289667027,2.93712427947951e-20,9.48250573629959e-16,0.994,0.985
"ProB","Serf2",0.176535945408336,3.15647342935636e-20,1.0190674466677e-15,0.981,0.917
"ProB","Pabpc1",0.396996987646575,4.88531662496589e-20,1.57722447237024e-15,0.988,0.924
"ProB","Rgcc",2.45035075343714,9.3091876409129e-20,3.00547122986873e-15,0.615,0.152
"ProB","mt-Co1",0.254632546573255,9.92659187458621e-20,3.20480018671016e-15,0.997,0.97
"ProB","Cdca7",1.65882459992808,1.09077681908728e-19,3.52157296042329e-15,0.641,0.22
"ProB","Rpl27",0.154137747671591,1.28094608475505e-19,4.13553443463168e-15,0.99,0.985
"ProB","Rpl13a",0.209120205846874,1.28301299837678e-19,4.14220746525944e-15,0.988,0.97
"ProB","Tcf3",-1.28030232604518,1.41972855584394e-19,4.58359364254217e-15,0.903,0.871
"ProB","Rpl4",0.400074130186203,1.58862476988676e-19,5.12887506957941e-15,0.978,0.902
"ProB","Myc",3.37279844742599,2.54834271834413e-19,8.22732446617403e-15,0.435,0.076
"ProB","Rsph1",-4.75806519461921,3.20846184253082e-19,1.03585190586107e-14,0.019,0.326
"ProB","Rpl7",0.204114004206296,3.22297538198356e-19,1.04053760207339e-14,0.993,0.947
"ProB","Rpl7a",0.306102900958097,3.26829627424241e-19,1.05516945213916e-14,0.988,0.97
"ProB","Mrpl23",0.807557396807768,3.50706380425891e-19,1.13225554920499e-14,0.803,0.515
"ProB","Rcc2",0.931777986302249,5.06812030675427e-19,1.63624264103562e-14,0.777,0.477
"ProB","Rps27",0.0347447504260296,6.68928745953039e-19,2.15963645630939e-14,0.997,0.992
"ProB","mt-Nd4l",0.241688877807559,6.93196084052125e-19,2.23798355736229e-14,0.979,0.886
"ProB","Gmpr",-2.80245167621671,1.18605084219406e-18,3.82916514402351e-14,0.083,0.348
"ProB","Hsp90ab1",0.355810582105581,1.43204351918903e-18,4.62335250170178e-14,0.989,0.97
"ProB","Fau",-0.0911790122846838,1.45334815363965e-18,4.69213451402562e-14,0.999,1
"ProB","Rpl22",0.183249346192611,1.58380345917419e-18,5.11330946794386e-14,0.995,0.947
"ProB","Gfra1",-1.60508486850665,2.40354938418592e-18,7.75985918684424e-14,0.536,0.72
"ProB","Snrpf",0.671703777444902,2.64525484044174e-18,8.54020525236616e-14,0.919,0.712
"ProB","mt-Nd4",0.52189381731852,4.78747982181738e-18,1.54563786047374e-13,0.921,0.765
"ProB","Eef1a1",0.173447029350458,6.49197372960977e-18,2.09593371860451e-13,0.999,1
"ProB","Hdac11",-4.27746427466945,8.64834799489774e-18,2.79211915015274e-13,0.023,0.22
"ProB","Ankrd33b",-1.91379692666526,1.29130240664162e-17,4.16896981984248e-13,0.341,0.561
"ProB","Arhgdib",0.113567813713961,1.73745509813286e-17,5.60937378432195e-13,0.994,0.977
"ProB","Pcp4l1",-2.41957774267079,2.05497597075462e-17,6.63448992158129e-13,0.15,0.409
"ProB","Actb",0.0248297508796886,2.5375082712329e-17,8.19234545367543e-13,1,1
"ProB","Rpl5",0.221301518502055,3.15178498211984e-17,1.01755378147739e-12,0.965,0.924
"ProB","Slc25a1",1.08128735726577,5.10676364893414e-17,1.64871864405839e-12,0.705,0.402
"ProB","Nme2",0.789784707939342,7.36152094375378e-17,2.37666703669091e-12,0.85,0.598
"ProB","Cdk4",0.814739627390194,8.46475364631962e-17,2.73284571471429e-12,0.844,0.598
"ProB","Stmn1",1.52425568514105,8.94435258250851e-17,2.88768423126287e-12,0.705,0.295
"ProB","Snrpg",0.502520939260259,1.05747392531402e-16,3.41405456787632e-12,0.964,0.856
"ProB","Pfn1",0.0523361119072314,1.95149972329831e-16,6.30041685666858e-12,0.99,0.962
"ProB","Scin",3.56673530092484,2.30706788848822e-16,7.44836867798422e-12,0.518,0.03
"ProB","Lef1",-1.23892624450416,2.72889375655806e-16,8.81023349304771e-12,0.869,0.826
"ProB","Arpc2",0.268400519036389,2.96118290307809e-16,9.56017900258762e-12,0.946,0.788
"ProB","Cacna2d1",-6.43831694185125,3.18649730091268e-16,1.02876065359966e-11,0.005,0.182
"ProB","mt-Nd5",0.677451233763233,3.31104157204709e-16,1.0689697715354e-11,0.912,0.712
"ProB","Mcm7",1.24420994435633,3.69736854948185e-16,1.19369543620022e-11,0.643,0.288
"ProB","Fbl",1.00689830010283,3.93124747316057e-16,1.26920324670989e-11,0.667,0.386
"ProB","Rps15",0.2157529497273,5.61339921640516e-16,1.8122859370164e-11,0.96,0.894
"ProB","Tmem91",-2.63092364678842,5.72772944511893e-16,1.84919745135665e-11,0.112,0.333
"ProB","Glrx3",0.616873145405514,8.37371689249582e-16,2.70345449874228e-11,0.83,0.621
"ProB","Acap1",1.21155767991418,1.04915523179486e-15,3.3871976658497e-11,0.733,0.333
"ProB","Uhrf1",1.45112482500611,1.15645441146012e-15,3.733613067399e-11,0.709,0.326
"ProB","Rps17",0.305131595690398,1.20882029106575e-15,3.90267630970578e-11,0.967,0.924
"ProB","Trim28",0.863573041791495,1.30484194810884e-15,4.21268222946938e-11,0.785,0.5
"ProB","Naca",0.110450808470583,1.43797964562209e-15,4.64251728589091e-11,0.99,0.955
"ProB","Cmtm7",0.294986611833841,1.63536248479969e-15,5.2797677821758e-11,0.989,0.856
"ProB","Ppia",0.407523155586935,1.71520458848514e-15,5.53753801392428e-11,0.99,0.97
"ProB","Lgmn",1.18442695885427,2.04591107603166e-15,6.60522390896822e-11,0.656,0.288
"ProB","Atp5g2",0.259541403075599,2.12643526748898e-15,6.86519626108816e-11,0.962,0.886
"ProB","H3f3a",0.133809511300521,2.21918345907155e-15,7.16463379761249e-11,0.997,0.992
"ProB","Pa2g4",0.867606018256551,2.37986079063241e-15,7.68338056255674e-11,0.727,0.492
"ProB","Snx5",0.736913777400006,2.69631559108743e-15,8.70505488582576e-11,0.823,0.545
"ProB","Msh5",-1.89370498874888,3.70226300465211e-15,1.19527561105193e-10,0.265,0.53
"ProB","Ncl",0.512384753584219,3.91681789595059e-15,1.26454465770765e-10,0.888,0.78
"ProB","Set",0.592678186243957,5.34839184382975e-15,1.72672830678043e-10,0.861,0.682
"ProB","Impdh2",0.957017968715331,5.73503397095599e-15,1.85155571752314e-10,0.701,0.417
"ProB","Ccnd2",1.48455497526194,8.13366213146179e-15,2.62595281914244e-10,0.556,0.197
"ProB","Apex1",1.54660899924899,8.30409408822602e-15,2.68097677638377e-10,0.538,0.22
"ProB","Mta3",0.528591889192931,9.48994494072976e-15,3.0638287241146e-10,0.847,0.561
"ProB","Marcksl1",0.922748091882137,9.69330664917043e-15,3.12948405168467e-10,0.734,0.371
"ProB","Rpl31",0.172500245347095,1.15401911339282e-14,3.72575070758873e-10,0.97,0.886
"ProB","Evl",0.59803075994233,1.45722700797488e-14,4.7046573952469e-10,0.76,0.5
"ProB","Pik3ap1",-1.45228640260975,1.50994469820773e-14,4.87485645816367e-10,0.498,0.629
"ProB","Eef1g",0.332218470882126,1.98498214082816e-14,6.40851484166372e-10,0.904,0.765
"ProB","Hint1",0.406714277674822,2.23625650278503e-14,7.21975411924148e-10,0.899,0.773
"ProB","Psme2",0.527069478159738,2.51408043079385e-14,8.11670867081793e-10,0.812,0.576
"ProB","Adgrl4",-4.03069264867146,2.87947656098076e-14,9.29639007712638e-10,0.016,0.167
"ProB","Msn",0.256192428985555,2.92534384951915e-14,9.44447261817259e-10,0.952,0.833
"ProB","Ptma",0.27186826729185,3.11595676436402e-14,1.00598664137492e-09,0.998,0.977
"ProB","Cdv3",0.687872492142968,3.33989897253961e-14,1.07828638328441e-09,0.707,0.455
"ProB","Epb41l4b",0.940053322407602,3.93515589706e-14,1.27046508136582e-09,0.702,0.364
"ProB","Ran",0.516258371238833,4.11087626084401e-14,1.32719640081349e-09,0.844,0.659
"ProB","Tap1",0.924967580324977,4.13924136685148e-14,1.336354075288e-09,0.705,0.386
"ProB","Hsp90aa1",0.606647476812056,4.42962234699566e-14,1.43010357472755e-09,0.836,0.636
"ProB","Tkt",0.487992138544728,4.49357113156833e-14,1.45074943982684e-09,0.872,0.727
"ProB","mt-Nd3",0.331536313106137,5.59853511053714e-14,1.80748706043692e-09,0.868,0.689
"ProB","Pkig",0.280561914742226,7.29247302529033e-14,2.35437491621498e-09,0.952,0.811
"ProB","Ppp1r16b",-1.62715437558161,7.3637956065244e-14,2.3774014115664e-09,0.321,0.508
"ProB","Psme1",0.213055104172969,8.58981945418063e-14,2.77322321078222e-09,0.926,0.803
"ProB","Mgst1",-1.84968203017101,8.64445201328464e-14,2.79086133248895e-09,0.252,0.53
"ProB","Slc1a5",-1.71759711573703,9.87354183754783e-14,3.18767298225232e-09,0.475,0.689
"ProB","Enpep",-4.4955686642494,9.97654947915146e-14,3.22092899934405e-09,0.017,0.167
"ProB","Limd2",0.154226902116599,1.02851598435333e-13,3.32056385548472e-09,0.972,0.833
"ProB","Cd44",-3.33120051530743,1.18599154289326e-13,3.8289736962309e-09,0.02,0.197
"ProB","Hnrnpab",0.427764675328842,1.86743557753616e-13,6.02901576207549e-09,0.904,0.742
"ProB","Ifitm2",0.582153603156884,1.87015150613392e-13,6.03778413755336e-09,0.833,0.614
"ProB","Eif4a1",0.470290381896992,1.92417847972425e-13,6.21221022178976e-09,0.876,0.689
"ProB","Spi1",0.439077595078969,2.00341519408534e-13,6.46802595410451e-09,0.678,0.348
"ProB","Pax5",0.682052625183527,2.27662587647868e-13,7.35008664221143e-09,0.821,0.576
"ProB","BC035044",0.582132761392079,2.3809465953479e-13,7.6868860830807e-09,0.843,0.576
"ProB","Cnbp",0.348178195255522,2.39862577101143e-13,7.74396330171041e-09,0.922,0.795
"ProB","Tle5",-1.51484287926117,2.49497554880408e-13,8.05502855931398e-09,0.576,0.78
"ProB","Dpp4",0.505830075484603,2.84120609213671e-13,9.17283386846338e-09,0.891,0.667
"ProB","Pbx1",-4.55050247612302,2.89906068543361e-13,9.35961742292242e-09,0.013,0.152
"ProB","Bmyc",0.792636877852422,2.94854847351964e-13,9.51938874675815e-09,0.604,0.22
"ProB","Trp53",0.560620021342889,2.99405069815424e-13,9.66629267899095e-09,0.8,0.538
"ProB","Nap1l1",0.7399175079815,3.2507578586275e-13,1.04950717465789e-08,0.7,0.439
"ProB","Srsf7",0.527038985451715,3.29020744778787e-13,1.06224347451831e-08,0.889,0.667
"ProB","Sept1",0.139130445142107,3.96274268200162e-13,1.27937147488422e-08,0.895,0.705
"ProB","Nhp2",1.12425448611726,4.1612537585621e-13,1.34346077595178e-08,0.528,0.242
"ProB","Ranbp1",0.666476333684564,4.23097324262498e-13,1.36596971138148e-08,0.68,0.439
"ProB","Nono",0.446846241202964,4.35376254449105e-13,1.40561223748894e-08,0.883,0.727
"ProB","C1galt1",-1.33825114238773,4.6209549799889e-13,1.49187531528942e-08,0.54,0.697
"ProB","Arntl",-1.59870336589474,4.69624351587197e-13,1.51618221909927e-08,0.445,0.644
"ProB","Ifngr1",1.03409996578036,5.69283812883297e-13,1.83793278989373e-08,0.649,0.333
"ProB","Hmgb1",0.402147899485715,6.23628448204893e-13,2.0133844450295e-08,0.994,0.932
"ProB","Lta4h",0.777826209522755,6.5134418709215e-13,2.10286470802701e-08,0.73,0.439
"ProB","Tpt1",0.0612151561880578,6.86868678707591e-13,2.21755552920746e-08,0.993,0.985
"ProB","Rrbp1",0.752763436533025,7.09016651003417e-13,2.28906025776453e-08,0.681,0.386
"ProB","Il10ra",1.68834522460679,7.28043963398358e-13,2.3504899358316e-08,0.461,0.083
"ProB","Rilpl2",0.911391825088445,9.19633316812875e-13,2.96903616333037e-08,0.725,0.402
"ProB","Adora2a",-3.05995717816429,9.76897970613391e-13,3.15391509812533e-08,0.036,0.205
"ProB","Lgr5",-4.06034300504771,9.8982784030935e-13,3.19565918243874e-08,0.016,0.144
"ProB","Man2a1",-2.08988341318991,1.05573544508589e-12,3.4084418844598e-08,0.14,0.379
"ProB","Alox5ap",0.76177023563897,1.07180790485616e-12,3.46033182082813e-08,0.645,0.333
"ProB","Hnrnpf",0.329257165275148,1.18062287643888e-12,3.81164095658294e-08,0.971,0.826
"ProB","Cct2",0.341376322899096,1.2096291624721e-12,3.90528775104118e-08,0.851,0.652
"ProB","C1qbp",0.85926561507481,1.35976894746537e-12,4.39001404689196e-08,0.591,0.348
"ProB","Bcl7a",-1.12650449766607,1.60735769526359e-12,5.18935431915851e-08,0.79,0.765
"ProB","Nme1",1.18803065413124,1.71454786038112e-12,5.53541776724045e-08,0.57,0.303
"ProB","Anp32b",0.601784733890052,1.75996099304046e-12,5.68203406603113e-08,0.802,0.606
"ProB","Cfl1",0.0879237706845086,1.80876311441357e-12,5.83959171488422e-08,0.991,0.962
"ProB","Laptm5",-1.03509106953748,1.82971812980102e-12,5.90724498206258e-08,0.895,0.886
"ProB","Rab6b",-2.81354179398607,2.52417308062329e-12,8.1492927907923e-08,0.048,0.189
"ProB","Cecr2",0.62906430093402,2.573470186038e-12,8.30844849562369e-08,0.886,0.576
"ProB","Smarca4",-0.941076832185684,2.69749428461577e-12,8.70886029788202e-08,0.98,0.871
"ProB","Eef2k",-1.29031734279668,2.71393167409569e-12,8.76192840981792e-08,0.588,0.712
"ProB","Marcks",0.301044547885629,2.74549067100168e-12,8.86381663132894e-08,0.937,0.712
"ProB","Mob4",-1.30639406340885,2.88357898997339e-12,9.30963476912909e-08,0.628,0.765
"ProB","B2m",-0.0185470676807613,3.05632848547243e-12,9.86735651534773e-08,0.997,0.962
"ProB","Lck",1.50361745008131,3.0563739551682e-12,9.86750331426052e-08,0.477,0.144
"ProB","Actg1",-0.0670587904243889,3.22055304914949e-12,1.03975555191791e-07,0.974,0.932
"ProB","Hnrnpu",0.313830409872782,3.23601881073139e-12,1.04474867304463e-07,0.959,0.826
"ProB","Uba52",0.0463466612758592,3.88486885388904e-12,1.25422990947808e-07,0.944,0.818
"ProB","Fxyd5",0.191516854791397,4.143287084974e-12,1.33766023538386e-07,0.786,0.576
"ProB","H2afz",0.726752403292363,4.39282832609122e-12,1.41822462507855e-07,0.921,0.727
"ProB","Mybbp1a",1.37984990775659,4.97374635859036e-12,1.6057740118709e-07,0.519,0.22
"ProB","Mcm2",1.45559419375854,5.32697388942079e-12,1.7198135201995e-07,0.421,0.136
"ProB","Fcrl6",1.13330180749504,5.76320287610369e-12,1.86065004855008e-07,0.581,0.182
"ProB","Lcp2",-3.1829770394393,5.82087463736673e-12,1.87926937667385e-07,0.034,0.212
"ProB","Eps8l2",-3.07921173178262,6.11268881848386e-12,1.97348158504752e-07,0.045,0.22
"ProB","Ifi203",0.437200910030115,6.35715034417828e-12,2.05240598861796e-07,0.879,0.652
"ProB","Atp8b4",2.79632321849168,6.41709415997413e-12,2.07175884954765e-07,0.462,0.053
"ProB","Fkbp3",0.382652169196736,6.71567756423001e-12,2.16815650161166e-07,0.751,0.545
"ProB","Eif3i",0.354873780089107,6.77672902786061e-12,2.1878669666448e-07,0.761,0.538
